"x","B1","B2","B3"
0,0,0,0
0.267111853088481,-0.00118795328385826,0.00356391399388928,-0.00237594266259286
0.534223706176962,-0.00237575304220506,0.00712769226513126,-0.00475179484342084
0.801335559265442,-0.00356324574952895,0.0106911990910786,-0.00712746606071908
1.06844741235392,-0.00475027788031848,0.014254298749084,-0.0095028658327227
1.3355592654424,-0.00593669590906219,0.0178168555165002,-0.0118779036776668
1.60267111853088,-0.00712234631024863,0.0213787336706799,-0.0142524891137866
1.86978297161937,-0.00830707555836633,0.0249397974889757,-0.0166265316593171
2.13689482470785,-0.00949073012790385,0.0284999112487403,-0.0189999408324935
2.40400667779633,-0.0106731564933497,0.0320589392273265,-0.021372626151551
2.67111853088481,-0.0118542011291925,0.0356167457020868,-0.0237444971347246
2.93823038397329,-0.0130337105099207,0.0391731949503741,-0.0261154633002494
3.20534223706177,-0.014211531110023,0.042728151249541,-0.0284854341663607
3.47245409015025,-0.0153875094039877,0.0462814788769402,-0.0308543192512934
3.73956594323873,-0.0165614918663036,0.0498330421099243,-0.0332220280732829
4.00667779632721,-0.0177333249714591,0.0533827052258461,-0.0355884701505641
4.27378964941569,-0.0189028551939427,0.0569303325020583,-0.0379535550013722
4.54090150250417,-0.0200699290082431,0.0604757882159135,-0.0403171921439424
4.80801335559265,-0.0212343928888488,0.0640189366447645,-0.0426792910965097
5.07512520868114,-0.0223960933102482,0.0675596420659639,-0.0450397613773093
5.34223706176962,-0.02355487674693,0.0710977687568645,-0.0473985125045763
5.6093489148581,-0.0247105896733827,0.0746331809948189,-0.0497554539965459
5.87646076794658,-0.0258630785640949,0.0781657430571797,-0.0521104953714531
6.14357262103506,-0.027012189893555,0.0816953192212998,-0.0544635461475332
6.41068447412354,-0.0281577701362517,0.0852217737645317,-0.0568145158430211
6.67779632721202,-0.0292996657666735,0.0887449709642283,-0.0591633139761522
6.9449081803005,-0.0304377232593088,0.0922647750977421,-0.0615098500651614
7.21202003338898,-0.0315717890886464,0.0957810504424258,-0.0638540336282839
7.47913188647746,-0.0327017097291746,0.0992936612756322,-0.0661957741837548
7.74624373956594,-0.0338273316553822,0.102802471874714,-0.0685349812498093
8.01335559265442,-0.0349485013417575,0.106307346517024,-0.0708715643446825
8.2804674457429,-0.0360650652627892,0.109808149479914,-0.0732054329866095
8.54757929883139,-0.0371768698929658,0.113304745040738,-0.0755364966938255
8.81469115191987,-0.0382837617067758,0.116796997476848,-0.0778646649845655
9.08180300500835,-0.0393855871787078,0.120284771065597,-0.0801898473770647
9.34891485809683,-0.0404821927832503,0.123767930084337,-0.0825119533895583
9.61602671118531,-0.0415734249948919,0.127246338810422,-0.0848308925402813
9.88313856427379,-0.0426591302881212,0.130719861521203,-0.0871465743474689
10.1502504173623,-0.0437391551374265,0.134188362494034,-0.0894589083293561
10.4173622704508,-0.0448133460172966,0.137651706006267,-0.0917678040041783
10.6844741235392,-0.04588154940222,0.141109756335256,-0.0940731708901704
10.9515859766277,-0.0469436117666852,0.144562377758351,-0.0963749185055675
11.2186978297162,-0.0479993795851807,0.148009434552907,-0.0986729563686049
11.4858096828047,-0.0490486993321951,0.151450790996277,-0.100967193997518
11.7529215358932,-0.0500914174822169,0.154886311365811,-0.103257540910541
12.0200333889816,-0.0511273805097347,0.158315859938865,-0.10554390662591
12.2871452420701,-0.052156434889237,0.161739300992789,-0.107826200661859
12.5542570951586,-0.0531784270952124,0.165156498804937,-0.110104332536625
12.8213689482471,-0.0541932036021494,0.168567317652661,-0.112378211768441
13.0884808013356,-0.0552006108845366,0.171971621813315,-0.114647747875543
13.355592654424,-0.0562004954168625,0.175369275564251,-0.116912850376167
13.6227045075125,-0.0571927036736156,0.178760143182821,-0.119173428788547
13.889816360601,-0.0581770821292846,0.182144088946378,-0.121429392630919
14.1569282136895,-0.0591534772583578,0.185520977132275,-0.123680651421517
14.424040066778,-0.060121735535324,0.188890672017865,-0.125927114678577
14.6911519198664,-0.0610817034346716,0.1922530378805,-0.128168691920334
14.9582637729549,-0.0620332274308891,0.195607938997533,-0.130405292665022
15.2253756260434,-0.0629761539984652,0.198955239646317,-0.132636826430878
