"x","B1","B2"
0,0,0
0.267111853088481,0.00241004111249452,-0.00167654458487097
0.534223706176962,0.00482004486477773,-0.00335302865449584
0.801335559265442,0.00722997389663833,-0.00502939169362851
1.06844741235392,0.00963979084786503,-0.00670557318702287
1.3355592654424,0.0120494583582465,-0.00838151261943283
1.60267111853088,0.0144589390675715,-0.0100571494756123
1.86978297161937,0.0168681956156286,-0.0117324232403151
2.13689482470785,0.0192771906422066,-0.0134072733982952
2.40400667779633,0.0216858867870942,-0.0150816394343066
2.67111853088481,0.02409424669008,-0.016755460833103
2.93823038397329,0.0265022329909528,-0.0184286770794384
3.20534223706177,0.0289098083295012,-0.0201012276580666
3.47245409015025,0.031316935345514,-0.0217730520537417
3.73956594323873,0.0337235766787799,-0.0234440897512174
4.00667779632721,0.0361296949690875,-0.0251142802352477
4.27378964941569,0.0385352528562255,-0.0267835629905865
4.54090150250417,0.0409402129799827,-0.0284518775019877
4.80801335559265,0.0433445379801477,-0.0301191632542051
5.07512520868114,0.0457481904965092,-0.0317853597319928
5.34223706176962,0.0481511331688559,-0.0334504064201044
5.6093489148581,0.0505533286369766,-0.0351142428032941
5.87646076794658,0.0529547395406599,-0.0367768083663156
6.14357262103506,0.0553553285196945,-0.0384380425939229
6.41068447412354,0.0577550582138691,-0.0400978849708699
6.67779632721202,0.0601538912629724,-0.0417562749819104
6.9449081803005,0.0625517903067931,-0.0434131521117984
7.21202003338898,0.0649487179851199,-0.0450684558452877
7.47913188647746,0.0673446369377415,-0.0467221256671323
7.74624373956594,0.0697395098044466,-0.0483741010620861
8.01335559265442,0.0721332992250238,-0.0500243215149029
8.2804674457429,0.074525967839262,-0.0516727265103367
8.54757929883139,0.0769174782869497,-0.0533192555331413
8.81469115191987,0.0793077932078757,-0.0549638480680707
9.08180300500835,0.0816968752418286,-0.0566064435998787
9.34891485809683,0.0840846870285972,-0.0582469816133193
9.61602671118531,0.0864711912079702,-0.0598854015931463
9.88313856427379,0.0888563504197362,-0.0615216430241137
10.1502504173623,0.091240127303684,-0.0631556453909753
10.4173622704508,0.0936224844996022,-0.0647873481784851
10.6844741235392,0.0960033846472796,-0.0664166908713969
10.9515859766277,0.0983827903865048,-0.0680436129544646
11.2186978297162,0.100760664357067,-0.0696680539124422
11.4858096828047,0.103136969198754,-0.0712899532300836
11.7529215358932,0.105511667551354,-0.0729092503921425
12.0200333889816,0.107884722054658,-0.074525884883373
12.2871452420701,0.110256095348453,-0.0761397961885289
12.5542570951586,0.112625750072528,-0.0777509237923642
12.8213689482471,0.114993648866671,-0.0793592071796326
13.0884808013356,0.117359754370672,-0.0809645858350883
13.355592654424,0.119724029224319,-0.0825669992434849
13.6227045075125,0.122086436067401,-0.0841663868895764
13.889816360601,0.124446937539706,-0.0857626882581169
14.1569282136895,0.126805496281024,-0.0873558428338599
14.424040066778,0.129162074931142,-0.0889457901015597
14.6911519198664,0.13151663612985,-0.0905324695459699
14.9582637729549,0.133869142516937,-0.0921158206518446
15.2253756260434,0.13621955673219,-0.0936957829039376
15.4924874791319,0.138567841415399,-0.0952722957870028
15.7595993322204,0.140913959206352,-0.0968452987857941
16.0267111853088,0.143257872744839,-0.0984147313850654
16.2938230383973,0.145599544670647,-0.0999805330695706
16.5609348914858,0.147938937623565,-0.101542643324064
16.8280467445743,0.150276014243383,-0.103101001633298
17.0951585976628,0.152610737169889,-0.104655547482029
17.3622704507513,0.154943069042871,-0.106206220355009
17.6293823038397,0.157272972502118,-0.107752959736992
17.8964941569282,0.159600410187419,-0.109295705112732
18.1636060100167,0.161925344738563,-0.110834395966984
18.4307178631052,0.164247738795338,-0.112368971784501
18.6978297161937,0.166567554997534,-0.113899372050037
18.9649415692821,0.168884755984938,-0.115425536248346
19.2320534223706,0.171199304397339,-0.116947403864181
19.4991652754591,0.173511162874527,-0.118464914382297
19.7662771285476,0.175820294056289,-0.119978007287448
20.0333889816361,0.178126660582415,-0.121486622064388
20.3005008347245,0.180430225092693,-0.122990698197869
20.567612687813,0.182730950226912,-0.124490175172647
20.8347245409015,0.18502879862486,-0.125984992473475
21.10183639399,0.187323732926327,-0.127475089585108
21.3689482470785,0.189615715771101,-0.128960405992298
21.6360601001669,0.19190470979897,-0.1304408811798
21.9031719532554,0.194190677649724,-0.131916454632368
22.1702838063439,0.196473581963151,-0.133387065834756
22.4373956594324,0.198753385379039,-0.134852654271717
22.7045075125209,0.201030050537178,-0.136313159428005
22.9716193656093,0.203303540077357,-0.137768520788375
23.2387312186978,0.205573816639363,-0.139218677837581
23.5058430717863,0.207840842862986,-0.140663570060375
23.7729549248748,0.210104581388013,-0.142103136941513
24.0400667779633,0.212364994854235,-0.143537317965747
24.3071786310518,0.21462204590144,-0.144966052617832
24.5742904841402,0.216875697169415,-0.146389280382522
24.8414023372287,0.219125911297951,-0.147806940744571
25.1085141903172,0.221372650926836,-0.149218973188733
25.3756260434057,0.223615878695858,-0.15062531719976
25.6427378964942,0.225855557244806,-0.152025912262408
25.9098497495826,0.228091649213469,-0.153420697861431
26.1769616026711,0.230324117241635,-0.154809613481582
26.4440734557596,0.232552923969094,-0.156192598607614
26.7111853088481,0.234778032035634,-0.157569592724283
26.9782971619366,0.236999404081043,-0.158940535316341
27.245409015025,0.23921700274511,-0.160305365868543
27.5125208681135,0.241430790667624,-0.161664023865643
27.779632721202,0.243640730488374,-0.163016448792394
28.0467445742905,0.245846784847149,-0.164362580133551
28.313856427379,0.248048916383736,-0.165702357373867
28.5809682804674,0.250247087737926,-0.167035719998097
28.8480801335559,0.252441261549506,-0.168362607490993
29.1151919866444,0.254631400458265,-0.169682959337311
29.3823038397329,0.256817467103991,-0.170996715021803
29.6494156928214,0.258999424126475,-0.172303814029225
29.9165275459098,0.261177234165503,-0.173604195844329
30.1836393989983,0.263350859860866,-0.174897799951869
30.4507512520868,0.265520263852351,-0.176184565836601
30.7178631051753,0.267685408779748,-0.177464432983276
30.9849749582638,0.269846257282844,-0.17873734087665
31.2520868113523,0.272002772001429,-0.180003229001476
31.5191986644407,0.274154915575292,-0.181262036842509
31.7863105175292,0.276302650644221,-0.182513703884501
32.0534223706177,0.278445939848005,-0.183758169612207
32.3205342237062,0.280584745826432,-0.184995373510382
32.5876460767947,0.282719031219291,-0.186225255063777
32.8547579298831,0.284848758666372,-0.187447753757149
33.1218697829716,0.286973890807461,-0.18866280907525
33.3889816360601,0.28909439028235,-0.189870360502834
33.6560934891486,0.291210219730825,-0.191070347524656
33.9232053422371,0.293321341792676,-0.192262709625469
34.1903171953255,0.295427719107691,-0.193447386290027
34.457429048414,0.29752931431566,-0.194624317003084
34.7245409015025,0.29962609005637,-0.195793441249394
34.991652754591,0.30171800896961,-0.19695469851371
35.2587646076795,0.30380503369517,-0.198108028280788
35.5258764607679,0.305887126872838,-0.19925337003538
35.7929883138564,0.307964251142402,-0.20039066326224
36.0601001669449,0.310036369143651,-0.201519847446123
36.3272120200334,0.312103443516375,-0.202640862071782
36.5943238731219,0.314165436900361,-0.203753646623972
36.8614357262103,0.316222311935398,-0.204858140587445
37.1285475792988,0.318274031261276,-0.205954283446957
37.3956594323873,0.320320557517782,-0.20704201468726
37.6627712854758,0.322361853344706,-0.20812127379311
37.9298831385643,0.324397881381835,-0.209192000249258
38.1969949916528,0.32642860426896,-0.210254133540461
38.4641068447412,0.328453984645868,-0.211307613151471
38.7312186978297,0.330473985152349,-0.212352378567042
38.9983305509182,0.33248856842819,-0.213388369271929
39.2654424040067,0.334497697113181,-0.214415524750885
39.5325542570952,0.33650133384711,-0.215433784488664
39.7996661101836,0.338499441269766,-0.216443087970019
40.0667779632721,0.340491982020938,-0.217443374679706
40.3338898163606,0.342478918740414,-0.218434584102478
40.6010016694491,0.344460214067984,-0.219416655723088
40.8681135225376,0.346435830643435,-0.220389529026291
41.135225375626,0.348405731106556,-0.22135314349684
41.4023372287145,0.350369878097137,-0.222307438619489
41.669449081803,0.352328234254966,-0.223252353878993
41.9365609348915,0.354280762219831,-0.224187828760105
42.20367278798,0.356227424631522,-0.225113802747579
42.4707846410684,0.358168184129826,-0.22603021532617
42.7378964941569,0.360103003354533,-0.226937005980629
43.0050083472454,0.362031844945432,-0.227834114195713
43.2721202003339,0.36395467154231,-0.228721479456174
43.5392320534224,0.365871445784958,-0.229599041246767
43.8063439065108,0.367782130313162,-0.230466739052246
44.0734557595993,0.369686687766713,-0.231324512357363
44.3405676126878,0.371585080785399,-0.232172300646874
44.6076794657763,0.373477272009008,-0.233010043405533
44.8747913188648,0.37536322407733,-0.233837680118092
45.1419031719533,0.377242899630152,-0.234655150269306
45.4090150250417,0.379116261307264,-0.235462393343929
45.6761268781302,0.380983271748454,-0.236259348826714
45.9432387312187,0.382843893593512,-0.237045956202417
46.2103505843072,0.384698089482225,-0.23782215495579
46.4774624373957,0.386545822054382,-0.238587884571587
46.7445742904841,0.388387053949773,-0.239343084534563
47.0116861435726,0.390221747808185,-0.240087694329471
47.2787979966611,0.392049866269408,-0.240821653441065
47.5459098497496,0.39387137197323,-0.241544901354099
47.8130217028381,0.39568622755944,-0.242257377553327
48.0801335559265,0.397494395667826,-0.242959021523503
48.347245409015,0.399295838938178,-0.24364977274938
48.6143572621035,0.401090520010283,-0.244329570715713
48.881469115192,0.402878401523932,-0.244998354907256
49.1485809682805,0.404659446118911,-0.245656064808762
49.4156928213689,0.406433616435011,-0.246302639904986
49.6828046744574,0.40820087511202,-0.246938019680681
49.9499165275459,0.409961184789726,-0.2475621436206
50.2170283806344,0.411714508107918,-0.248174951209499
50.4841402337229,0.413460807706385,-0.248776381932131
50.7512520868113,0.415200046224915,-0.24936637527325
51.0183639398998,0.416932186303298,-0.249944870717609
51.2854757929883,0.418657190581322,-0.250511807749963
51.5525876460768,0.420375021698775,-0.251067125855065
51.8196994991653,0.422085642295446,-0.25161076451767
52.0868113522538,0.423789015011125,-0.252142663222531
52.3539232053422,0.425485102485599,-0.252662761454403
52.6210350584307,0.427173867358658,-0.253170998698038
52.8881469115192,0.42885527227009,-0.253667314438192
53.1552587646077,0.430529279859684,-0.254151648159617
53.4223706176962,0.432195852767228,-0.254623939347068
53.6894824707846,0.433854953632511,-0.255084127485299
53.9565943238731,0.435506545095322,-0.255532152059063
54.2237061769616,0.43715058979545,-0.255967952553115
54.4908180300501,0.438787050372683,-0.256391468452209
54.7579298831386,0.44041588946681,-0.256802639241098
55.025041736227,0.44203706971762,-0.257201404404535
55.2921535893155,0.443650553764901,-0.257587703427276
55.559265442404,0.445256304248442,-0.257961475794074
55.8263772954925,0.446854283808032,-0.258322660989683
56.093489148581,0.44844445508346,-0.258671198498857
56.3606010016694,0.450026780714513,-0.259007027806349
56.6277128547579,0.451601223340981,-0.259330088396914
56.8948247078464,0.453167745602653,-0.259640319755305
57.1619365609349,0.454726310139317,-0.259937661366277
57.4290484140234,0.456276879590763,-0.260222052714583
57.6961602671118,0.457819416596777,-0.260493433284977
57.9632721202003,0.45935388379715,-0.260751742562214
58.2303839732888,0.46088024383167,-0.260996920031046
58.4974958263773,0.462398459340126,-0.261228905176228
58.7646076794658,0.463908492962307,-0.261447637482514
59.0317195325543,0.465410307338,-0.261653056434657
59.2988313856427,0.466903865106995,-0.261845101517413
59.5659432387312,0.46838912890908,-0.262023712215533
59.8330550918197,0.469866061384045,-0.262188828013773
60.1001669449082,0.471334625171678,-0.262340388396886
60.3672787979967,0.472794782911767,-0.262478332849627
60.6343906510851,0.474246497244102,-0.262602600856748
60.9015025041736,0.475689730808471,-0.262713131903005
