"x","B1","B2","B3","B4"
0,0,0,0,0
0.267111853088481,3.52927679764359e-08,-0.00158094522871111,0.00434759937895555,-0.00276665415024444
0.534223706176962,2.82342143811487e-07,-0.00316178183544554,0.00869490004747524,-0.0055331182120297
0.801335559265442,9.52904735363768e-07,-0.00474240119822663,0.0130416032951232,-0.00829920209689659
1.06844741235392,2.25873715049189e-06,-0.00632269469507769,0.0173874104114636,-0.0110647157163859
1.3355592654424,4.41159599705448e-06,-0.00790255370402205,0.0217320226860606,-0.0138294689820386
1.60267111853088,7.62323788291014e-06,-0.00948186960308303,0.0260751414084783,-0.0165932718053953
1.86978297161937,1.21054194159175e-05,-0.011060533770284,0.0304164678682809,-0.0193559340979969
2.13689482470785,1.80698972039352e-05,-0.0126384375836482,0.0347557033550325,-0.0221172657713843
2.40400667779633,2.57284278548217e-05,-0.014215472421199,0.0390925491582972,-0.0248770767370982
2.67111853088481,3.52927679764359e-05,-0.0157915296609597,0.0434267065676393,-0.0276351769066795
2.93823038397329,4.69746741766361e-05,-0.0173665006809537,0.0477578768726228,-0.030391376191669
3.20534223706177,6.09859030632812e-05,-0.0189402768592043,0.0520857613628118,-0.0331454845036075
3.47245409015025,7.75382112442296e-05,-0.0205127495737348,0.0564100613277706,-0.0358973117540359
3.73956594323873,9.684335532734e-05,-0.0220838102025685,0.0607304780570633,-0.0386466678544948
4.00667779632721,0.000119113091920471,-0.0236533501237287,0.065046712840254,-0.0413933627165253
4.27378964941569,0.000144559177631481,-0.0252212607152389,0.0693584669669069,-0.044137206251668
4.54090150250417,0.000173393369068229,-0.0267874333551222,0.0736654417265861,-0.0468780083714639
4.80801335559265,0.000205827422838574,-0.0283517594214021,0.0779673384088557,-0.0496155789874536
5.07512520868114,0.000242073095550374,-0.0299141302921018,0.0822638583032799,-0.0523497280111781
5.34223706176962,0.000282342143811487,-0.0314744373452447,0.0865547026994229,-0.0550802653541782
5.6093489148581,0.000326846324229773,-0.0330325719588541,0.0908395728868488,-0.0578070009279947
5.87646076794658,0.000375797393413089,-0.0345884255109533,0.0951181701551216,-0.0605297446441683
6.14357262103506,0.000429407107969295,-0.0361418893795657,0.0993901957938057,-0.06324830641424
6.41068447412354,0.000487887224506249,-0.0376928549427146,0.103655351092465,-0.0659624961497505
6.67779632721202,0.00055144949963181,-0.0392412135784233,0.107913337340664,-0.0686721237622407
6.9449081803005,0.000620305689953837,-0.0407868566647151,0.112163855827966,-0.0713769991632513
7.21202003338898,0.000694667552080187,-0.0423296755796133,0.116406607843937,-0.0740769322643233
