"x","B1","B2","B3","B4","B5"
0,0,0,0,0,0
0.267111853088481,6.80646239545549e-08,0,-0.00182971044344491,0.00548913133033474,-0.00365942088688982
0.534223706176962,5.44516991636439e-07,0,-0.00365922506208915,0.0109776751862675,-0.0073184501241783
0.801335559265442,1.83774484677298e-06,0,-0.00548834803113204,0.0164650440933961,-0.0109766960622641
1.06844741235392,4.35613593309151e-06,0,-0.0073168835257729,0.0219506505773187,-0.0146337670515458
1.3355592654424,8.50807799431936e-06,0,-0.00914463572121106,0.0274339071636332,-0.0182892714424221
1.60267111853088,1.47019587741839e-05,0,-0.0109714087926458,0.0329142263779375,-0.0219428175852917
1.86978297161937,2.33461660164123e-05,0,-0.0127970069152766,0.0383910207458298,-0.0255940138305532
2.13689482470785,3.48490874647321e-05,0,-0.0146212342643026,0.0438637027929078,-0.0292424685286052
2.40400667779633,4.96191108628705e-05,0,-0.0164438950149232,0.0493316850447696,-0.0328877900298464
2.67111853088481,6.80646239545549e-05,0,-0.0182647933423377,0.0547943800270132,-0.0365295866846755
2.93823038397329,9.05940144835125e-05,0,-0.0200837334217455,0.0602512002652366,-0.040167466843491
3.20534223706177,0.000117615670193471,0,-0.0219005194283459,0.0657015582850377,-0.0438010388566918
3.47245409015025,0.000149537978828157,0,-0.0237149555373381,0.0711448666120144,-0.0474299110746763
3.73956594323873,0.000186769328131299,0,-0.0255268459239216,0.0765805377717649,-0.0510536918478433
4.00667779632721,0.000229718105846623,0,-0.0273359947632957,0.082007984289887,-0.0546719895265913
4.27378964941569,0.000278792699717857,0,-0.0291422062306596,0.0874266186919787,-0.0582844124613191
4.54090150250417,0.000334401497488728,0,-0.0309452845012127,0.092835853503638,-0.0618905690024253
4.80801335559265,0.000396952886902964,0,-0.0327450337501543,0.0982351012504629,-0.0654900675003086
5.07512520868114,0.000466855255704292,0,-0.0345412581526838,0.103623774458051,-0.0690825163053676
5.34223706176962,0.000544516991636439,0,-0.0363337618840004,0.109001285652001,-0.0726675237680008
5.6093489148581,0.000630346482443133,0,-0.0381223491193036,0.114367047357911,-0.0762446982386072
5.87646076794658,0.0007247521158681,0,-0.0399068240337926,0.119720472101378,-0.0798136480675851
6.14357262103506,0.000828142279655069,0,-0.0416869908026667,0.125060972408,-0.0833739816053334
6.41068447412354,0.000940925361547766,0,-0.0434626536011253,0.130387960803376,-0.0869253072022505
6.67779632721202,0.00106350974928992,0,-0.0452336166043677,0.135700849813103,-0.0904672332087353
6.9449081803005,0.00119630383062526,0,-0.0469996839875932,0.14099905196278,-0.0939993679751864
7.21202003338898,0.0013397159932975,0,-0.0487606599260012,0.146281979778004,-0.0975213198520023
7.47913188647746,0.00149415462505039,0,-0.0505163485947909,0.151549045784373,-0.101032697189582
7.74624373956594,0.00166002811362764,0,-0.0522665541691617,0.156799662507485,-0.104533108338323
8.01335559265442,0.00183774484677298,0,-0.054011080824313,0.162033242472939,-0.108022161648626
8.2804674457429,0.00202771321223014,0,-0.055749732735444,0.167249198206332,-0.111499465470888
8.54757929883139,0.00223034159774285,0,-0.0574823140777541,0.172446942233262,-0.114964628155508
8.81469115191987,0.00244603839105484,0,-0.0592086290264426,0.177625887079328,-0.118417258052885
9.08180300500835,0.00267521197990982,0,-0.0609284817567088,0.182785445270126,-0.121856963513418
9.34891485809683,0.00291827075205154,0,-0.0626416764437521,0.187925029331256,-0.125283352887504
9.61602671118531,0.00317562309522371,0,-0.0643480172627717,0.193044051788315,-0.128696034525543
9.88313856427379,0.00344767739717007,0,-0.066047308388967,0.198141925166901,-0.132094616777934
10.1502504173623,0.00373484204563434,0,-0.0677393539975374,0.203218061992612,-0.135478707995075
10.4173622704508,0.00403752542836024,0,-0.0694239582636821,0.208271874791046,-0.138847916527364
10.6844741235392,0.00435613593309151,0,-0.0711009253626004,0.213302776087801,-0.142201850725201
10.9515859766277,0.00469108194757187,0,-0.0727700594694918,0.218310178408475,-0.145540118938984
11.2186978297162,0.00504277185954506,0,-0.0744311647595555,0.223293494278667,-0.148862329519111
11.4858096828047,0.0054116140567548,0,-0.0760840454079909,0.228252136223973,-0.152168090815982
11.7529215358932,0.0057980169269448,0,-0.0777285055899971,0.233185516769991,-0.155457011179994
12.0200333889816,0.00620238885785881,0,-0.0793643494807738,0.238093048442321,-0.158728698961548
12.2871452420701,0.00662513823724055,0,-0.08099138125552,0.24297414376656,-0.16198276251104
12.5542570951586,0.00706667345283375,0,-0.0826094050894352,0.247828215268306,-0.16521881017887
12.8213689482471,0.00752740289238213,0,-0.0842182251577186,0.252654675473156,-0.168436450315437
13.0884808013356,0.00800773494362943,0,-0.0858176456355697,0.257452936906709,-0.171635291271139
13.355592654424,0.00850807799431936,0,-0.0874074706981877,0.262222412094563,-0.174814941396375
13.6227045075125,0.00902884043219566,0,-0.0889875045207719,0.266962513562316,-0.177975009041544
13.889816360601,0.00957043064500205,0,-0.0905575512785217,0.271672653835565,-0.181115102557043
14.1569282136895,0.0101332570204823,0,-0.0921174151466364,0.276352245439909,-0.184234830293273
14.424040066778,0.01071772794638,0,-0.0936669003003153,0.281000700900946,-0.187333800600631
14.6911519198664,0.0113242518104391,0,-0.0952058109147577,0.285617432744273,-0.190411621829515
14.9582637729549,0.0119532370004031,0,-0.0967339511651631,0.290201853495489,-0.193467902330326
15.2253756260434,0.0126050919040159,0,-0.0982511252267306,0.294753375680192,-0.196502250453461
15.4924874791319,0.0132802249090211,0,-0.0997571372746597,0.299271411823979,-0.199514274549319
15.7595993322204,0.0139790444031625,0,-0.10125179148415,0.303755374452449,-0.202503582968299
16.0267111853088,0.0147019587741839,0,-0.1027348920304,0.308204676091199,-0.205469784060799
16.2938230383973,0.0154493764098288,0,-0.104206243088609,0.312618729265828,-0.208412486177218
16.5609348914858,0.0162217056978411,0,-0.105665648833978,0.316996946501933,-0.211331297667955
16.8280467445743,0.0170193550259646,0,-0.107112913441704,0.321338740325112,-0.214225826883408
17.0951585976628,0.0178427327819428,0,-0.108547841086988,0.325643523260964,-0.217095682173976
17.3622704507513,0.0186922473535196,0,-0.109970235945029,0.329910707835087,-0.219940471890058
17.6293823038397,0.0195683071284387,0,-0.111379902191026,0.334139706573078,-0.222759804382052
17.8964941569282,0.0204713204944438,0,-0.112776644000178,0.338329932000535,-0.225553288000357
18.1636060100167,0.0214016958392786,0,-0.114160265547685,0.342480796643056,-0.228320531095371
18.4307178631052,0.0223598415506869,0,-0.115530571008747,0.34659171302624,-0.231061142017493
